ФИО,Страна,Паспортые данные,СНИЛС,Номер карты,Банк,Платежная система,Симптомы,Врач,Дата посещения врача,Анализы,Дата получения анализов,Цена приёма (руб)
Абрамов Назар Степанович,Казахстан,N 6131423,376-117-599 86,7544 7121 4922 4106,Альфа-Банк,MasterCard,"Боль в ногах, Отеки, Варикоз",Флеболог,2023-08-03T16:14:40+03:00,"Соскоб кожи, Общий анализ крови",2023-12-07T18:01:29+03:00,2043.0
Абрамов Назар Степанович,Казахстан,N 6131423,376-117-599 86,7544 7121 4922 4106,Альфа-Банк,MasterCard,"Боль в ногах, Отеки, Варикоз",Флеболог,2023-12-05T12:19:52+03:00,"Соскоб кожи, Общий анализ крови",2023-12-07T18:01:29+03:00,2043.0
Абрамов Николай Семёнович,Беларусь,OK 0575143,786-706-276 76,1703 3767 3680 2344,Сбербанк,Visa,,Иммунолог,2024-01-09T17:42:20+03:00,Иммунограмма,2024-07-07T16:22:51+03:00,3990.0
Абрамов Николай Семёнович,Беларусь,OK 0575143,786-706-276 76,1703 3767 3680 2344,Сбербанк,Visa,,Гастроэнтеролог,2024-07-05T13:28:19+03:00,Анализ на хеликобактер пилори,2024-07-07T16:22:51+03:00,7090.0
Абрамов Олег Дмитриевич,Россия,3288 749366,114-136-893 67,3068 6749 6046 9928,,,"Изжога, Тошнота, Боль в животе, Диарея",,2024-02-23T10:13:35+03:00,Эзофагогастродуоденоскопия,2024-02-25T10:37:23+03:00,9090.0
Абрамов Олег Дмитриевич,Россия,3288 749366,114-136-893 67,3068 6749 6046 9928,,,"Частые заболевания, Лихорадка",,2024-02-23T10:13:35+03:00,Общий анализ крови,2023-12-15T20:18:39+03:00,9090.0
Абрамов Ратмир Николаевич,Россия,4304 405367,285-899-310 64,1564 6867 4372 2514,Сбербанк,MasterCard,"Острая боль в спине, Боль в суставах, Онемение конечностей",Ортопед,2023-07-21T16:44:24+03:00,"Общий анализ крови, Рентген, Анализ на ревматоидный фактор",2023-07-24T18:35:56+03:00,9436.0
Абрамов Ратмир Николаевич,Россия,4304 405367,285-899-310 64,1564 6867 4372 2514,Сбербанк,MasterCard,"Острая боль в спине, Боль в суставах, Онемение конечностей",Стоматолог,2024-10-10T21:50:07+03:00,"Общий анализ крови, Рентген, Анализ на ревматоидный фактор",2024-10-12T11:52:06+03:00,9436.0
Абрамов Ратмир Николаевич,Россия,4304 405367,285-899-310 64,1564 6867 4372 2514,Сбербанк,MasterCard,"Потеря веса, Боль в костях",Онколог,2024-10-10T21:50:07+03:00,Биопсия опухоли,2024-08-20T18:09:04+03:00,9436.0
Абрамов Роман Миронович,Беларусь,BU 1550964,832-183-436 83,2838 7127 9091 7325,Альфа-Банк,MasterCard,Нарушение сна,Психиатр,2023-07-02T19:01:03+03:00,"Гормональные исследования, Токсикологическое исследование, Общий анализ крови",2023-07-04T08:52:32+03:00,7474.0
Абрамов Роман Миронович,Беларусь,BU 1550964,832-183-436 83,2838 7127 9091 7325,Альфа-Банк,MasterCard,"Частые инфекции, Озноб",Иммунолог,2023-09-14T08:51:52+03:00,Анализ на иммуноглобулины,2023-09-16T18:42:34+03:00,7474.0
Абрамов Роман Миронович,Беларусь,BU 1550964,832-183-436 83,2838 7127 9091 7325,Альфа-Банк,MasterCard,"Частые инфекции, Озноб",Пульмонолог,2023-09-22T14:42:17+03:00,Анализ на иммуноглобулины,2023-09-24T08:47:16+03:00,7493.0
Абрамов Роман Миронович,Беларусь,BU 1550964,832-183-436 83,2838 7127 9091 7325,Альфа-Банк,MasterCard,"Частые инфекции, Озноб",Диетолог,2024-04-07T21:18:11+03:00,Анализ на иммуноглобулины,2024-04-09T17:54:32+03:00,7588.0
Абрамов Станислав Иннокентьевич,Россия,1511 989148,292-177-379 20,7878 1536 6873 7644,Альфа-Банк,MasterCard,Онемение,Ревматолог,2023-12-23T13:43:27+03:00,Глюкоза крови,2023-12-25T12:28:54+03:00,5172.0
Абрамов Станислав Иннокентьевич,Россия,1511 989148,292-177-379 20,7878 1536 6873 7644,Альфа-Банк,MasterCard,"Потеря веса, Непереносимость продуктов, Ожирение",Ревматолог,2024-10-17T15:47:26+03:00,Глюкоза крови,2023-12-25T12:28:54+03:00,5172.0
Абрамов Станислав Иннокентьевич,Россия,1511 989148,292-177-379 20,7878 1536 6873 7644,Альфа-Банк,MasterCard,"Потеря веса, Непереносимость продуктов, Ожирение",Ревматолог,2024-10-17T15:47:26+03:00,"Общий анализ крови, Гормональные исследования, Психологические тесты",2023-12-25T12:28:54+03:00,5172.0
Абрамов Тарас Антонович,Россия,6464 349237,573-110-961 89,3750 4059 6219 1112,Сбербанк,Visa,"Тошнота, Желтуха",Токсиколог,2024-03-08T10:56:14+03:00,"Анализ на токсины в моче, Токсикологический анализ, Общий анализ крови",2024-09-04T11:53:14+03:00,8615.0
Абрамов Тарас Антонович,Россия,6464 349237,573-110-961 89,3750 4059 6219 1112,Сбербанк,Visa,"Боль в животе, Потеря аппетита, Лихорадка, Сыпь",Токсиколог,2024-09-01T13:02:15+03:00,Копрограмма,2024-09-04T11:53:14+03:00,8615.0
Абрамов Тарас Антонович,Россия,6464 349237,573-110-961 89,3750 4059 6219 1112,Сбербанк,Visa,"Боль в животе, Потеря аппетита, Лихорадка, Сыпь",Дерматолог,2024-09-01T13:02:15+03:00,Копрограмма,2024-09-04T11:53:14+03:00,2904.0
Абрамов Тарас Антонович,Россия,6464 349237,573-110-961 89,3750 4059 6219 1112,Сбербанк,Visa,"Боль в животе, Потеря аппетита, Лихорадка, Сыпь",Дерматолог,2024-09-01T13:02:15+03:00,Аллергопробы,2024-11-15T10:34:23+03:00,5324.0
Абрамов Федор Юрьевич,,1730 705806,630-784-819 45,8583 7539 6276 3944,Альфа-Банк,MasterCard,,Хирург-ортопед,2023-06-18T11:55:12+03:00,"Рентген, Общий анализ крови",2023-06-20T09:45:06+03:00,8590.0
Абрамова Василиса Андреевна,Россия,7659 470973,,,,Visa,,Отоларинголог,2023-09-15T19:39:26+03:00,"Рентген придаточных пазух, Аудиометрия, Общий анализ крови",2023-09-17T17:59:24+03:00,7720.0
Абрамова Василиса Никитична,Беларусь,IC 2907905,857-699-741 92,7286 7146 1726 3737,ВТБ,,Онемение конечностей,Ортопед,2024-01-03T08:03:38+03:00,"ПЦР на инфекции, УЗИ почек",2024-01-04T10:21:58+03:00,9395.0
Абрамова Василиса Никитична,Беларусь,IC 2907905,857-699-741 92,7286 7146 1726 3737,ВТБ,,Онемение конечностей,Уролог,2024-01-03T08:03:38+03:00,"ПЦР на инфекции, УЗИ почек",2023-08-03T10:35:32+03:00,6861.0
Абрамова Вилена Романовна,Беларусь,VK 2611195,,5793 7301 8197 4734,Сбербанк,MasterCard,"Температура, Одышка, Кашель",Мануальный терапевт,2024-03-03T20:57:56+03:00,"Электромиография, Рентген",2024-03-05T18:04:36+03:00,3947.0
Абрамова Вилена Романовна,Беларусь,VK 2611195,,5793 7301 8197 4734,Сбербанк,MasterCard,"Температура, Одышка, Кашель",Фтизиатр,2024-08-08T08:57:28+03:00,"Электромиография, Рентген",2024-08-10T09:28:57+03:00,11884.0
Абрамова Вилена Романовна,Беларусь,VK 2611195,,5793 7301 8197 4734,Сбербанк,MasterCard,"Боль в груди, Выделения из сосков, Опухоли",Маммолог,2024-08-08T08:57:28+03:00,УЗИ молочных желез,2024-08-10T09:28:57+03:00,10069.0
Абрамова Галина Гордеевна,,TU 4091505,146-392-452 44,2428 3842 5825 5730,Сбербанк,Мир,"Сыпь, Покраснение кожи, Онемение кожи",Уролог,2023-10-08T08:39:56+03:00,"Соскоб кожи, Общий анализ крови",2023-10-10T11:54:43+03:00,3223.0
Абрамова Галина Гордеевна,,TU 4091505,146-392-452 44,2428 3842 5825 5730,Сбербанк,Мир,"Сыпь, Покраснение кожи, Онемение кожи",Уролог,2023-12-03T16:52:52+03:00,"Соскоб кожи, Общий анализ крови",2023-12-05T14:38:45+03:00,3223.0
Абрамова Глафира Марковна,Беларусь,JR 5918411,358-288-163 93,2075 5496 1412 8677,Альфа-Банк,Visa,"Покраснение глаз, Сухость глаз",,2023-08-16T16:26:54+03:00,Оптическая когерентная томография,,
Абрамова Глафира Марковна,Беларусь,JR 5918411,358-288-163 93,2075 5496 1412 8677,Альфа-Банк,Visa,Потливость,,2023-08-16T16:26:54+03:00,"Биохимический анализ крови, Общий анализ крови, Анализ на антитела",,
Абрамова Елизавета Никитична,,XQ 4355829,204-591-223 92,,Альфа-Банк,Visa,"Отеки, Варикоз",Флеболог,,"Общий анализ крови, Коагулограмма, Допплерография вен",2024-05-28T14:33:54+03:00,9896.0
Абрамова Жасмин Павловна,Казахстан,N 2617788,,9222 8151 5379 3910,,,"Абстинентный синдром, Тремор",,2025-03-15T18:55:20+03:00,,2025-03-17T21:35:33+03:00,3921.0
Абрамова Земфира Аркадьевна,Казахстан,N 8274915,801-805-930 91,1111 3168 8121 7187,Альфа-Банк,MasterCard,"Одышка, Слабость, Боль в суставах",,2023-11-06T18:27:54+03:00,"ЭКГ, УЗИ органов, Биохимический анализ крови",2023-11-08T21:00:13+03:00,6697.0
Абрамова Земфира Аркадьевна,Казахстан,N 8274915,801-805-930 91,1111 3168 8121 7187,Альфа-Банк,MasterCard,"Одышка, Слабость, Боль в суставах",,2024-02-06T17:29:07+03:00,"МРТ или КТ, Анализ на онкомаркеры, Общий анализ крови",2024-02-08T21:08:55+03:00,6697.0
Абрамова Злата Давидовна,Казахстан,N 3904962,762-296-979 63,3626 7652 8977 7239,Сбербанк,Visa,"Отечность суставов, Онемение, Боль в суставах",Нефролог,2024-03-11T21:02:09+03:00,"Анализ на ревматоидный фактор, Общий анализ крови, МРТ суставов",2024-03-14T14:25:04+03:00,3809.0
Абрамова Злата Давидовна,Казахстан,N 3904962,762-296-979 63,3626 7652 8977 7239,Сбербанк,Visa,"Отеки, Боль в пояснице, Частое мочеиспускание",Нефролог,2024-03-11T21:02:09+03:00,"Анализ на ревматоидный фактор, Общий анализ крови, МРТ суставов",2025-02-14T18:23:55+03:00,8036.0
Абрамова Зоя Эдуардовна,,PY 9474953,611-392-646 64,,Сбербанк,Visa,"Боль в животе, Лихорадка, Потеря аппетита",Паразитолог,,,2024-08-18T14:54:59+03:00,11976.0
Абрамова Капитолина Матвеевна,,ZH 8347803,560-173-907 36,,Сбербанк,Visa,"Потливость, Покраснение кожи, Озноб",,,,2024-12-09T16:25:49+03:00,11430.0
Абрамова Кира Анатольевна,Беларусь,YG 2510159,,8551 6006 1941 6715,,Visa,,Радиолог,2024-07-02T21:30:37+03:00,"Рентген, МРТ, КТ",2024-07-05T21:17:27+03:00,9558.0
Абрамова Кира Данииловна,Россия,6771 538458,772-818-589 84,2594 6704 5676 3490,Сбербанк,Мир,"Отек десен, Гнойные выделения, Зубная боль",Стоматолог,2023-10-21T18:21:09+03:00,Биохимический анализ крови,2023-10-23T09:53:55+03:00,10201.0
Абрамова Кира Данииловна,Россия,6771 538458,772-818-589 84,2594 6704 5676 3490,Сбербанк,Мир,"Онемение конечностей, Боль в суставах, Острая боль в спине",Стоматолог,2024-02-22T11:05:20+03:00,"Общий анализ крови, Рентген, МРТ суставов",2024-02-24T13:40:19+03:00,10201.0
Абрамова Ксения Тимуровна,Россия,9367 690678,544-498-357 25,3493 1401 9743 7381,Сбербанк,MasterCard,"Покраснение кожи, Лихорадка, Озноб",Инфекционист,2023-05-29T15:42:00+03:00,"Общий анализ крови, ЭЭГ, Гормональные исследования",2023-05-30T09:40:26+03:00,
Абрамова Ксения Тимуровна,Россия,9367 690678,544-498-357 25,3493 1401 9743 7381,Сбербанк,MasterCard,"Покраснение кожи, Лихорадка, Озноб",Инфекционист,2024-07-17T15:31:45+03:00,"Общий анализ крови, ЭЭГ, Гормональные исследования",2023-05-30T09:40:26+03:00,
Абрамова Лариса Святославовна,Россия,7712 813058,714-537-458 52,2058 8678 2294 8716,ВТБ,Visa,"Боль в костях, Потливость, Потеря веса, Лихорадка",Анестезиолог,2024-09-20T15:51:18+03:00,"ЭКГ, Биохимический анализ крови",2024-09-21T10:29:07+03:00,7077.0
Абрамова Лариса Святославовна,Россия,7712 813058,714-537-458 52,2058 8678 2294 8716,ВТБ,Visa,"Боль в костях, Потливость, Потеря веса, Лихорадка",Анестезиолог,2024-09-20T15:51:18+03:00,"Биопсия опухоли, Общий анализ крови, Анализ на онкомаркеры",2024-05-11T11:31:13+03:00,7077.0
Абрамова Лидия Константиновна,,N 9097647,418-880-376 64,,,Visa,"Нарушение полового влечения, Потеря оргазма, Эректильная дисфункция",Сексопатолог,2023-08-25T16:24:07+03:00,"Психологические тесты, Гормональные исследования, Анализ на тестостерон",2023-08-28T12:58:53+03:00,9963.0
Абрамова Любовь Аркадьевна,Россия,5638 347754,937-304-679 51,4726 9557 4782 9636,ВТБ,Visa,"Диагностика травм, Выявление опухолей",Радиолог,2023-06-29T13:28:41+03:00,Рентген,2023-07-01T14:05:33+03:00,7340.0
Абрамова Любовь Аркадьевна,Россия,5638 347754,937-304-679 51,4726 9557 4782 9636,ВТБ,Visa,"Диагностика травм, Выявление опухолей",Фтизиатр,2024-08-06T19:45:58+03:00,Рентген,2024-08-07T10:57:33+03:00,5197.0
Абрамова Любовь Аркадьевна,Россия,5638 347754,937-304-679 51,4726 9557 4782 9636,ВТБ,Visa,"Боль в горле, Заложенность носа",Отоларинголог,2024-08-06T19:45:58+03:00,"Аудиометрия, Общий анализ крови, Рентген придаточных пазух",2024-03-26T15:53:30+03:00,10005.0
Абрамова Любовь Аркадьевна,Россия,5638 347754,937-304-679 51,4726 9557 4782 9636,ВТБ,Visa,Температура,Неонатолог,2024-08-06T19:45:58+03:00,УЗИ органов,2024-03-26T15:53:30+03:00,10005.0
Абрамова Любовь Аркадьевна,Россия,5638 347754,937-304-679 51,4726 9557 4782 9636,ВТБ,Visa,Температура,Проктолог,2024-08-06T19:45:58+03:00,Колоноскопия,2023-11-12T08:36:10+03:00,10005.0
Абрамова Мелания Вячеславовна,,6645 532348,196-916-100 21,4164 4201 5865 1939,,Visa,"Нарушение осанки, Онемение, Боль в пояснице",Мануальный терапевт,2025-02-07T18:31:32+03:00,Рентген,2025-02-10T11:34:31+03:00,3608.0
Абрамова Милана Павловна,Казахстан,N 2091326,293-924-348 53,5278 1251 1838 8677,Сбербанк,Мир,"Сыпь, Выделения, Боль при мочеиспускании",Гастроэнтеролог,2023-08-14T12:54:15+03:00,"Общий анализ крови, ПЦР на инфекции",2023-08-16T11:14:14+03:00,6412.0
Абрамова Милана Павловна,Казахстан,N 2091326,293-924-348 53,5278 1251 1838 8677,Сбербанк,Мир,"Изжога, Боль в животе",Гастроэнтеролог,2023-08-14T12:54:15+03:00,"Анализ на хеликобактер пилори, УЗИ органов брюшной полости",2024-02-18T16:15:23+03:00,11611.0
Абрамова Наталья Львовна,Россия,,,8472 7450 8145 1289,Альфа-Банк,MasterCard,,Венеролог,,"ПЦР на инфекции, Мазок на флору",,5287.0
Абрамова Октябрина Арсеньевна,Казахстан,N 2061294,,1494 4047 1831 7318,Сбербанк,,"Нарушение осанки, Боль в пояснице",,2025-03-26T20:08:51+03:00,,2025-03-28T11:50:54+03:00,2714.0
Абрамова Ольга Макаровна,Беларусь,ZH 1133043,350-658-161 75,3738 3037 9774 3004,Альфа-Банк,Мир,"Слабость, Одышка",Нарколог,2023-09-22T10:43:53+03:00,Биохимический анализ крови,2025-01-31T21:45:54+03:00,3910.0
Абрамова Ольга Макаровна,Беларусь,ZH 1133043,350-658-161 75,3738 3037 9774 3004,Альфа-Банк,Мир,"Слабость, Одышка",Нарколог,2025-01-11T21:16:34+03:00,Биохимический анализ крови,2025-01-31T21:45:54+03:00,11123.0
Абрамова Ольга Макаровна,Беларусь,ZH 1133043,350-658-161 75,3738 3037 9774 3004,Альфа-Банк,Мир,"Слабость, Одышка",Гериатр,2025-01-29T21:46:17+03:00,"Биохимический анализ крови, ЭКГ, УЗИ органов",2025-01-31T21:45:54+03:00,10713.0
Абрамова Софья Матвеевна,Беларусь,JJ 5745043,853-885-539 88,6697 9800 3246 6453,Сбербанк,Мир,,Аллерголог,2023-05-15T16:37:34+03:00,"Кожные тесты на аллергены, Общий анализ крови",2023-05-16T21:33:20+03:00,6948.0
Абрамова Софья Матвеевна,Беларусь,JJ 5745043,853-885-539 88,6697 9800 3246 6453,Сбербанк,Мир,,Аллерголог,2023-05-15T16:37:34+03:00,"Доплерография сосудов шеи, МРТ головного мозга",2024-09-11T17:04:40+03:00,6948.0
Абрамова Софья Остаповна,,3496 544445,535-407-102 67,9912 7662 9378 3472,,MasterCard,Боль в суставах,Травматолог,2024-09-24T20:57:52+03:00,"Общий анализ крови, УЗИ мягких тканей, МРТ или КТ",2024-09-26T21:38:56+03:00,6318.0
Абрамова Федора Евгеньевна,,7796 545303,518-628-248 22,6934 6351 2971 2488,Альфа-Банк,MasterCard,"Затуманенное зрение, Сухость глаз",,,"Офтальмоскопия, Проверка остроты зрения, Тонометрия глаза",2024-05-14T13:19:19+03:00,
Абрамова Ярослава Анатольевна,Казахстан,N 0452159,618-346-526 93,,,Visa,,Косметолог,2023-10-27T15:52:26+03:00,"Аллергопробы, Биохимический анализ крови, Соскоб кожи",,
Алексеев Абрам Викторович,Беларусь,,628-856-256 99,5055 8514 6365 9708,,Visa,"Потливость, Частое мочеиспускание, Жажда, Потеря веса",Эндокринолог,2023-06-07T17:46:56+03:00,"Тест на толерантность к глюкозе, ТТГ (тиреотропный гормон)",,4040.0
Алексеев Арсений Филиппович,,,316-228-948 38,8356 2136 4670 8041,Сбербанк,Мир,,Отоларинголог,2023-07-24T13:03:22+03:00,"Мазок из зева, Общий анализ крови, Рентген придаточных пазух",,4574.0
Алексеев Борис Петрович,Казахстан,N 1212475,679-999-869 43,2639 1330 5623 7156,ВТБ,MasterCard,"Кашель, Температура, Слабость, Потливость, Озноб",Терапевт,2023-05-20T08:33:47+03:00,"Общий анализ крови, Биохимический анализ крови",2023-05-21T18:42:35+03:00,11102.0
Алексеев Борис Петрович,Казахстан,N 1212475,679-999-869 43,2639 1330 5623 7156,ВТБ,MasterCard,"Кашель, Температура, Слабость, Потливость, Озноб",Терапевт,2023-05-20T08:33:47+03:00,"Анализ мочи по Нечипоренко, ПЦР на инфекции, Общий анализ мочи",2024-10-04T13:32:23+03:00,11102.0
Алексеев Валентин Викторович,Казахстан,N 1118173,981-677-364 35,4651 4426 5331 1101,Сбербанк,Visa,"Отторжение органа, Лихорадка, Боль в области трансплантата",Трансплантолог,2025-03-15T10:46:03+03:00,"Биохимический анализ крови, Гистосовместимость, Коагулограмма",,7234.0
Алексеев Валерий Львович,,UZ 7620845,452-112-179 22,9481 8651 8523 1400,Сбербанк,Visa,Острая боль в спине,Ортопед,2025-02-02T18:18:39+03:00,"Общий анализ крови, Рентген",2025-02-05T18:53:46+03:00,4828.0
Алексеев Валерий Львович,,UZ 7620845,452-112-179 22,9481 8651 8523 1400,Сбербанк,Visa,"Сыпь, Зуд",Дерматолог,2025-04-20T09:06:08+03:00,Биопсия кожи,2025-02-05T18:53:46+03:00,8767.0
Алексеев Виктор Леонидович,,N 3087746,691-369-300 35,,Сбербанк,Visa,,Ревматолог,2024-04-07T13:58:04+03:00,,2024-04-09T20:50:09+03:00,3883.0
Алексеев Влад Аркадьевич,Россия,5339 810479,,,Сбербанк,Visa,"Эректильная дисфункция, Потеря оргазма",Онколог,,"Общий анализ крови, Анализ на онкомаркеры, Биопсия опухоли",2023-05-15T10:43:08+03:00,
Алексеев Влад Аркадьевич,Россия,5339 810479,,,Сбербанк,Visa,"Эректильная дисфункция, Потеря оргазма",Сексопатолог,,"Общий анализ крови, Анализ на онкомаркеры, Биопсия опухоли",2023-05-15T10:43:08+03:00,
Алексеев Вячеслав Альбертович,Беларусь,OI 3365241,934-486-290 50,4557 8653 3857 1551,,Мир,"Отеки, Боль в ногах",Гериатр,2024-10-31T14:24:11+03:00,"Допплерография сосудов, Общий анализ крови",2024-11-03T10:15:31+03:00,7229.0
Алексеев Вячеслав Альбертович,Беларусь,OI 3365241,934-486-290 50,4557 8653 3857 1551,,Мир,"Боль в суставах, Одышка",Гериатр,2024-10-31T14:24:11+03:00,"Допплерография сосудов, Общий анализ крови",2023-08-14T08:56:59+03:00,4231.0
Алексеев Вячеслав Демьянович,,1981 349492,175-360-772 38,1236 5682 4789 6283,Альфа-Банк,MasterCard,Нарушение осанки,Мануальный терапевт,,МРТ позвоночника,2024-12-16T20:53:38+03:00,5462.0
Алексеев Георгий Семёнович,Россия,1558 227693,353-920-679 21,2637 4105 7036 2164,Сбербанк,Visa,Желтуха,Токсиколог,2024-09-17T12:39:19+03:00,"Токсикологический анализ, Анализ на токсины в моче",2024-09-18T21:44:53+03:00,4679.0
Алексеев Георгий Семёнович,Россия,1558 227693,353-920-679 21,2637 4105 7036 2164,Сбербанк,Visa,Желтуха,Аллерголог,2025-02-19T21:26:51+03:00,"Иммуноглобулин Е, Аллергопробы, Общий анализ крови",2024-09-18T21:44:53+03:00,9306.0
Алексеев Гордей Миронович,Беларусь,MS 5937910,,3096 8761 8767 3113,Сбербанк,MasterCard,"Непереносимость продуктов, Ожирение",Невролог,2023-05-28T21:38:52+03:00,Анализ на пищевую непереносимость,2023-05-31T21:02:53+03:00,2071.0
Алексеев Гордей Миронович,Беларусь,MS 5937910,,3096 8761 8767 3113,Сбербанк,MasterCard,"Онемение, Головокружение",Невролог,2023-05-28T21:38:52+03:00,Анализ на пищевую непереносимость,2024-07-17T08:58:56+03:00,3329.0
Алексеев Давид Ярославович,Беларусь,QV 1810968,394-983-673 50,,Сбербанк,Visa,Температура,Педиатр,,Копрограмма,2023-07-20T18:13:07+03:00,7541.0
